p_brand,p_cate,p_image,p_mall,p_name,p_number_reviews,p_price,p_rate1star,p_rate2star,p_rate3star,p_rate4star,p_rate5star,p_rating,s_name,s_rating,s_response_rate,s_ship_ontime
Gumac,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/c2620cc18b4b9260f654c60441869a86.jpg_720x720q80.jpg_.webp,Mall,Đầm nữ  sọc cổ bẻ DB713 mẫu mới GUMAC,22 đánh giá,229.000 ₫,0,0,0,1,21,5.0,GUMAC,98%,99%,100%
Gumac,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/2a5a08b78be060a93d03b948d60d2856.jpg_720x720q80.jpg_.webp,Mall,Đầm nữ  8 mảnh rã cúp  DB7101 mẫu mới GUMAC,12 đánh giá,248.000 ₫,,,,,,,GUMAC,98%,99%,100%
Gumac,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/59e3127d94d05f14ab4895b247e77ac6.jpg_720x720q80.jpg_.webp,Mall,Đầm nữ xếp ly eo GUMAC mẫu mới DB571 Chất Liệu Cotton Misa form hơi ôm style công sở,58 đánh giá,229.000 ₫,0,0,0,4,54,4.9,GUMAC,98%,99%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/80ef440a454e66dfc04086d51fffd617.jpg_720x720q80.jpg_.webp,Non-Mall,[Yến Trần] Đầm-Váy Suông Gấu Nana Hot,146 đánh giá,50.000 ₫,1,1,5,11,128,4.8,Tổng Kho Yến Trần,95%,97%,100%
Gumac,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/b68f7556a5b840e3c9df3c7f8fb9bc1f.jpg_720x720q80.jpg_.webp,Mall,Đầm nữ eo chun nhún tùng GUMAC DB633,30 đánh giá,189.000 ₫,1,0,1,0,28,4.8,GUMAC,98%,99%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/a6db034c7678f29294dc3932d61965ca.png_720x720q80.jpg_.webp,Non-Mall,ĐẦM NGỦ PHI BÓNG REN MÀU SEXY 2 SIZE 45-55KG,176 đánh giá,36.960 ₫,9,3,13,15,136,4.5,MINH THU SHOPPING,96%,98%,100%
EDINI,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/1277bc8ed75b6794e5d3e9097b0cc59e.jpg_720x720q80.jpg_.webp,Mall,EDINI - Đầm hai dây da lộn 4 màu D1333- D1334 - D1335 - D1336,13 đánh giá,300.000 ₫,,,,,,,EDINI,96%,98%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/b4af741bea31ed6b45a0f19c11b371e8.jpg_720x720q80.jpg_.webp,Non-Mall,Đầm body dài tay cổ vuông cúc bấm thời trang XIXO cao cấp sang mịn đẹp,97 đánh giá,81.200 ₫,4,0,1,3,89,4.8,XIXO,96%,93%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/63abb98b5b88fe7ce3894b971f721e21.jpg_720x720q80.jpg_.webp,Non-Mall,Váy Suông Cotton LAURENT Dáng Dài From Rộng Tới 75KG,82 đánh giá,51.800 ₫,1,2,2,1,76,4.8,Tổng Kho Yến Trần,95%,97%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/27105efb014930a2c551d3dce6fd5015.jpg_720x720q80.jpg_.webp,Non-Mall,Đầm Voan Hai Dây Nhún Ngực Phối Nút Giữa Dịu Dàng TT0019 (TTV0020),5 đánh giá,44.999 ₫,0,0,0,0,5,5.0,ThoiTrangVang,87%,99%,100%
Dottie,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/812fc28d700525702a074cc10747b5ea.jpg_720x720q80.jpg_.webp,Mall,Đầm dài xếp ly ngực nữ DOTTIE đen - D0145,3 đánh giá,188.000 ₫,0,0,1,0,2,4.3,Dottie Store,96%,92%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/cc2e491bc91a388e10f4aec918e5d098.jpg_720x720q80.jpg_.webp,Non-Mall,Đầm maxi Shynstores - váy suông nữ 2 dây cổ tim basic vải mềm form rộng freeship,224 đánh giá,59.000 ₫,13,3,11,22,175,4.5,Shynstores,93%,100%,100%
BEMINE,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/3b693ef2ce27e1b85bacb53e01fda3f5.jpg_720x720q80.jpg_.webp,Mall,Đầm caro phối cổ sơ mi trắng BEMINE MT1997ĐEN,6 đánh giá,157.000 ₫,,,,,,,BeMine,99%,99%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/e5b9a284f4960039992b88dc2f2367ad.jpg_720x720q80.jpg_.webp,Mall,Váy 2 dây - đầm suông nữ basic form rộng dáng dài vải đũi lụa mềm thoáng mát form rộng freeship,140 đánh giá,59.000 ₫,,,,,,,Shynstores,93%,100%,100%
BEMINE,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/230d836b5b20a01df45bde64228e7a17.jpg_720x720q80.jpg_.webp,Mall,Đầm chữ A đính nút cổ phối BEMINE MT2122NAU,2 đánh giá,157.500 ₫,0,0,0,0,2,5.0,BeMine,99%,99%,100%
The Maven SAIGON,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/627e6f10ff22b9edaff7d8b3932e4f56.jpg_720x720q80.jpg_.webp,Mall,MAVEN -  Váy xoè phối lưới Faren,9 đánh giá,1.484.000 ₫,0,0,1,0,8,4.8,The Maven SAIGON,95%,98%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/02f4bcd82cf599211f8c610739d9293f.jpg_720x720q80.jpg_.webp,Non-Mall,Đầm cổ lọ tay dài ôm body chất thun Borip cao cấp chuẩn hàng Shop,41 đánh giá,65.090 ₫,1,0,1,0,39,4.9,Morning MT Shop,95%,98%,100%
BLEUBIRD,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/9a92778c300237a2d4297a264f418ad3.jpg_720x720q80.jpg_.webp,Mall,BLEUBIRD Váy thô dáng xoè phối ren AKI DRESS,7 đánh giá,495.000 ₫,0,0,0,1,6,4.9,Bleubird,99%,95%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/86815a1013fad206621820b07951428b.jpg_720x720q80.jpg_.webp,Non-Mall,"[YenTran] Đầm Body - Váy Body Len Tăm Dài Tay Cổ Tròn Hàng Đẹp Bán Cửa Hàng, Dài Qua Gối  Có Video",20 đánh giá,54.900 ₫,0,1,0,1,18,4.8,Tổng Kho Yến Trần,95%,97%,100%
Gumac,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/7101244c4afb77b8edd4df616c94470c.jpg_720x720q80.jpg_.webp,Mall,Đầm nữ  nhún eo tay bèo  DB765 mẫu mới GUMAC,25 đánh giá,248.000 ₫,0,0,0,1,24,5.0,GUMAC,98%,99%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/b938214e449a92b514ca16d3aca4abbb.jpg_720x720q80.jpg_.webp,Mall,Chân váy công sở,53 đánh giá,69.320 ₫,4,0,0,3,46,4.6,Xưởng May Ngọc Anh 1589554449,97%,98%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/8f4cc0501c6b90a313675010b8b1be46.jpg_720x720q80.jpg_.webp,Non-Mall,[YenTran] Đầm Nữ Dễ Thương in Hình em Bé Ngộ Nghĩnh,157 đánh giá,51.000 ₫,4,2,6,11,134,4.7,Tổng Kho Yến Trần,95%,97%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/87f69d32772a8d9f34ea809641d48128.jpg_720x720q80.jpg_.webp,Non-Mall,"Đầm ngủ phối ren kèm quần lót cực sexy , chất thun gân mềm mịn",24 đánh giá,59.000 ₫,1,0,1,0,22,4.8,Thanh Huong Shop74,93%,95%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/bc8019fc1c1a92348592e84f680c410e.jpg_720x720q80.jpg_.webp,Non-Mall,[Yến Trần]Đầm Suông Đuôi Cá Cổ Vuông Chất Đũi Buộc Nơ Sau Sang Chảnh,96 đánh giá,74.300 ₫,0,1,1,4,90,4.9,Tổng Kho Yến Trần,95%,97%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/724ecaec1b48a3c40b0022dc33596919.jpg_720x720q80.jpg_.webp,Non-Mall,[MẪU MỚI] Đầm Body Cổ Tròn Rút Sườn Thun Borip Thích Hợp Mặc Đi Tiệc Đi Làm Đi Chơi Phù Hợp Với Mọi Phong Cách,16 đánh giá,102.781 ₫,0,0,1,0,15,4.9,Shop Mun Béo,92%,99%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/2636b76f70d6790e746cce65a47f10bf.jpg_720x720q80.jpg_.webp,Non-Mall,Váy Xuông Đũi Nơ Kèm Túi Sang Chảnh,15 đánh giá,72.000 ₫,0,0,0,1,14,4.9,Tổng Kho Yến Trần,95%,97%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/e84962d67fbe4861222d5f2a7185411d.jpg_720x720q80.jpg_.webp,Non-Mall,"[ FREESHIP ] Váy nữ, váy đầm nữ dễ thương tay dài mặc đi tiệc đi chơi chất đẹp [  VÁY A DÀI ]",79 đánh giá,79.000 ₫,0,0,0,0,79,5.0,Mina Nguyen Shop,95%,100%,100%
VONDA,Giày dép & Quần áo nữ,//my-live-05.slatic.net/p/68f43bd0cb8eb71b1ee6116fe306d37e.jpg_720x720q80.jpg_.webp,Mall,"(Phong Cách Phương Tây) VONDA Đầm Nữ In Họa Tiết Hoài Cổ Trang Trọng, Đầm Maxi Có Dây Dài Dự Tiệc Buổi Tối",5 đánh giá,166.000 ₫,0,0,0,1,4,4.8,VONDA,94%,100%,99%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/00f5cda541c184fe32babfb8fb45f826.jpg_720x720q80.jpg_.webp,Non-Mall,Fs 0Đ_Váy Body 2 Dây Sợi Bún Dáng Dài,26 đánh giá,38.000 ₫,0,0,0,0,26,5.0,T&Tstore 1623644433,97%,96%,100%
Rechic,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/bb28ada907f6938f6aa576f8b398a1cc.jpg_720x720q80.jpg_.webp,Mall,RECHIC Đầm Lanie Màu Be Cổ V tay kiểu xinh xắn dễ thương dạo phố công sở,3 đánh giá,320.000 ₫,0,0,0,0,3,5.0,Rechic Official Store,97%,64%,100%
Gumac,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/b66fbe1a460a92979abdcaaa009a22d0.jpg_720x720q80.jpg_.webp,Mall,Áo kiểu cổ vuông ôm nhún trễ vai GUMAC AB782,Không có đánh giá,143.000 ₫,0,0,0,0,0,0,GUMAC,98%,99%,100%
Elise,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/913573abdde378d86bc64ee25b9ef4be.jpg_720x720q80.jpg_.webp,Mall,Jumpsuit đen trễ vai cúc PK Elise FW2007009JLWOBK,Không có đánh giá,449.000 ₫,0,0,0,0,0,0,elise_official,98%,100%,100%
zanzea,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/original/843b7e4d1f47eb55c450efbea2a52208.jpg_720x720q80.jpg_.webp,Mall,Quần yếm Dungaree Playsuit Romper ZANZEA 100% cotton thoáng mát thiết kế thời trang form rộng tôn dáng - INTL,70 đánh giá,178.000 ₫,1,2,1,7,59,4.7,ZANZEA,92%,100%,97%
BT Fashion,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/06ebb7c0ec9ced208a696767f791fe79.jpg_720x720q80.jpg_.webp,Non-Mall,"(Mua Lẻ hoặc Bộ) Quần Thể Thao Jogger  + Áo Thun Cặp (SPUN 01) - Thời Trang Hot Fashion - Hình thật, Video",267 đánh giá,36.335 ₫,3,0,9,20,235,4.8,BAO-TIN FASHION,91%,98%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/30d5e2f1d6e5855328f7855398e4a130.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]SET BỘ THỜI TRANG LỬNG THÊU HỌA TIẾT DỄ THƯƠNG,12 đánh giá,79.000 ₫,0,0,0,1,11,4.9,HUỲNH PHẠM SHOP,95%,96%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/48fb503aa868d2b25c19e37931844900.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]SET ĐÙI THỜI TRANG HOA CÚC SIÊU XINH-KIỂU DÁNG THỜI TRANG PHÙ HỢP MỌI LỨA TUỔI,811 đánh giá,68.000 ₫,35,14,23,52,687,4.7,HUỲNH PHẠM SHOP,95%,96%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/7debf00671419c0ce1c1c94ceb4161c2.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]SET BỘ ĐÙI THỜI TRANG THIÊU CHỮ PHỐI VIỀN SIÊU XINH-NEW,75 đánh giá,68.900 ₫,3,2,1,7,62,4.6,GIA KHANG_SHOP,95%,91%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/2297e650a6a0a6e3bcd6d8f006c63059.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]SET ĐÙI THIÊU HOẠ TIẾT HOẠT HÌNH DỄ THƯƠNG,48 đánh giá,68.000 ₫,3,0,1,6,38,4.6,HUỲNH PHẠM SHOP,95%,96%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/9c0e92be5b5b2a2768f8e91e2d7167f9.jpg_720x720q80.jpg_.webp,Non-Mall,"[Mẫu Mới] Sét Bộ Đùi Áo Sơ Mi Bèo Nhún Cài Nút Kèm Quần Lững LONG Mart Màu Sắc Nhã Nhặn Thật Sự Phù Hợp Để Tới Công Sở, Đi Làm Hoặc Đi Chơi,Free Size Dưới 55kg,Phù Hợp Với Mọi Phong Cách.",8 đánh giá,89.000 ₫,,,,,,,LONG Mart,93%,96%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/9c1378894f5212a0b652476f8443951d.png_720x720q80.jpg_.webp,Non-Mall,[HCM]SÉT BỘ THỜI TRANG LỬNG PHỐI MÀU TAY DỄ THƯƠNG,184 đánh giá,69.000 ₫,6,8,11,12,147,4.6,HUỲNH PHẠM SHOP,95%,96%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/d95ab3341de6dbc2220f2cdc21ae40ab.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]JUM MAXI QUYẾN RỦ,144 đánh giá,76.890 ₫,10,5,6,11,112,4.5,THIÊN TRANG FASHION,94%,98%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/3f05007e5f6faff69594a50778bbab7c.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]SET BỘ THỜI TRANG DÀI TAY THÊU TIM DỄ THƯƠNG-ĐỦ SIZE 40-75KG,50 đánh giá,78.000 ₫,4,1,2,3,40,4.5,HUỲNH PHẠM SHOP,95%,96%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/7e360a51f7c1dc35139206e40642504d.png_720x720q80.jpg_.webp,Non-Mall,[HCM]SET BỘ ĐÙI GIẢ CHÂN VÁY THỜI TRANG SIÊU XINH,43 đánh giá,68.000 ₫,5,1,3,2,32,4.3,GIA KHANG_SHOP,95%,91%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/234285e0946cc32d20ee76682f3a6842.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]SET BÔ THU ĐÔNG DÀI TAY THÊU TIM DỄ THƯƠNG-SIZE 40KG-75KG,23 đánh giá,78.000 ₫,1,1,0,2,19,4.6,HUỲNH PHẠM SHOP,95%,96%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/b9f489c6d234dd60bdb6f28ce5caa31c.jpg_720x720q80.jpg_.webp,Non-Mall,"[Mẫu Mới] Sét Bộ Đùi Tay Phồng Cực Xinh LONG Mart Màu Sắc Nhã Nhặn Thật Sự Phù Hợp Để Tới Công Sở, Đi Làm Hoặc Đi Chơi,Free Size Dưới 55kg,Phù Hợp Với Mọi Phong Cách.",5 đánh giá,91.040 ₫,,,,,,,LONG Mart,93%,96%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/f9a55abe2eeb8fcf1010ae9a69cee57c.jpg_720x720q80.jpg_.webp,Non-Mall,[Hàng Hót] Sét áo & Chân Váy Siêu dễ thương cá tính + video thật,130 đánh giá,85.340 ₫,2,1,3,6,118,4.8,dream_store 76,95%,95%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/55a9d58dffe8dfee3bd22dfe27a652b6.jpg_720x720q80.jpg_.webp,Non-Mall,"[Mẫu Mới] Sét Áo Nhúng Bèo Quần Ống Rộng LONG Mart Màu Sắc Nhã Nhặn Thật Sự Phù Hợp Để Tới Công Sở, Đi Làm Hoặc Đi Chơi,Free Size Dưới 55kg,Phù Hợp Mọi Với Mọi Phong Cách.",4 đánh giá,97.000 ₫,0,0,0,0,4,5.0,LONG Mart,93%,96%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/28e2010bcf25529ede5e2d276dfc4b56.jpg_720x720q80.jpg_.webp,Non-Mall,"[Mẫu Mới] Sét Đùi Giả Váy Áo 2 Bèo Trể Vai (Có Mút Ngực) LONG Mart Màu Sắc Nhã Nhặn Thật Sự Phù Hợp Để Tới Công Sở, Đi Làm Hoặc Đi Chơi,Free Size Dưới 55kg,Phù Hợp Với Mọi Phong Cách.",28 đánh giá,83.000 ₫,,,,,,,LONG Mart,93%,96%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/684d3d5d6be5f6cb84b3835627b975c4.jpg_720x720q80.jpg_.webp,Non-Mall,JUM VOAN XẺ TÀ DỰ TIỆC,59 đánh giá,82.000 ₫,4,3,3,5,44,4.4,MÓM XINH SHOP,93%,94%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/c8f03397568e799414dd47c7b515d37d.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]SET BỘ ĐÙI THIÊU HỌA TIẾT HOẠT HÌNH SIÊU HOT,78 đánh giá,69.000 ₫,4,1,3,6,64,4.6,GIA KHANG_SHOP,95%,91%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/7a41d198c4a3c7f9ecfc308d2a1a4da0.jpg_720x720q80.jpg_.webp,Non-Mall,"Sét Đồ Bộ Kiểu Nữ Đi Chơi Áo Cổ Vuông Eo Chun Tay Bồng & Quần Đùi Có 3 Màu ( Xanh, Vàng, Da ) Mùa Hè Cứ Gọi Đẹp Nổi Bần Bật",81 đánh giá,79.560 ₫,0,0,0,0,81,5.0,D.ONE FASHION,93%,100%,100%
No Brand,Giày dép & Quần áo nữ,https://filebroker-s.slatic.net/S37780b15e7a748e382decb9b327fb045W.jpg_720x720q80.jpg_.webp,Non-Mall,Combo 3 set đồ xinh xinh áo 2 dây quần đùi chỉ 100k( khách k chọn màu shop chọn màu ngẫu nhiên ạ),Không có đánh giá,99.000 ₫,0,0,0,0,0,0,Mẹ Nấm Clothing,96%,95%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/71063c431b373855b81a59bff3d077da.jpg_720x720q80.jpg_.webp,Non-Mall,Sét Bộ 3 Món SIêu Dễ Thương Kèm Áo Trong Có Mút Ngực Chất Liệu Vải Umi Cao Cấp. QC,Không có đánh giá,99.000 ₫,0,0,0,0,0,0,SUNO_FASHION,91%,99%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/b14da42d5ef0c8cf972071f169e2719d.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]SÉT BỘ COTTON ĐÙI PHỐI VIỀN SIÊU DỄ THƯƠNG(CÓ SIZE 3XL:66-75KG),249 đánh giá,68.000 ₫,7,6,8,14,214,4.7,HUỲNH PHẠM SHOP,95%,96%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/df4a562609fdfdbaf7085291f0f568d6.jpg_720x720q80.jpg_.webp,Non-Mall,"SET BỘ THỂ THAO CHO CÁC CHỊ EM , THỜI TRANG PHONG CÁCH MỚI TT",Không có đánh giá,12.000 ₫,0,0,0,0,0,0,MIDU FASHION 1619531478,92%,96%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/083fdf6dc364f6d9b02089e748b32d52.jpg_720x720q80.jpg_.webp,Non-Mall,"[Mẫu Mới] Sét Bộ Áo Cổ Yếm Kèm Quần LONG Mart Màu Sắc Nhã Nhặn Thật Sự Phù Hợp Để Tới Công Sở, Đi Làm Hoặc Đi Chơi,Free Size Dưới 55kg,Phù Hợp Với Mọi Phong Cách.",20 đánh giá,85.000 ₫,0,0,0,1,19,5.0,LONG Mart,93%,96%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/884641df0bfccf2627e8a44d4e17db5a.jpg_720x720q80.jpg_.webp,Non-Mall,Jum Phối Ren Xẻ Tà Cổ Yếm Đính Ngọc Cột Nơ,40 đánh giá,76.752 ₫,3,3,3,2,29,4.3,D.ONE FASHION,93%,100%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/1bc3f0e9fb6201ebe941d8283b1e665b.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]Áo Thun Nữ In Hình Sofun Cá Tính D373 Trần Doanh ( Màu Trắng ) + Tặng Áo Thun In Hình T&D Cao Cấp,27 đánh giá,115.000 ₫,1,1,0,1,24,4.7,Tiến Thành Shop,96%,Không đủ thông tin,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/6b67411d2266d2a5983a5214533c67f2.png_720x720q80.jpg_.webp,Non-Mall,Bộ quần đùi áo thun new york 1999 Hương Su,1 đánh giá,61.000 ₫,0,0,0,0,1,5.0,Shop Hương Su,94%,94%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/13d5a64c3a778723c95f40e6c7779dde.jpg_720x720q80.jpg_.webp,Non-Mall,[XẢ KHO 2 NGÀY] Set áo cánh tiên cột nơ lưng phối chân váy rách lai body tối giản,87 đánh giá,99.000 ₫,4,0,4,3,76,4.7,Tiểu My House,93%,99%,100%
No Brand,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/9656797500c0617cdf4324aee24029ea.jpg_720x720q80.jpg_.webp,Non-Mall,[HCM]Jumpsuit Ngắn Misa Fashion Họa Tiết Hoa Lá Trẻ Trung Giá Cực Tốt - MS358,10 đánh giá,127.402 ₫,0,0,0,0,10,5.0,Misa-Fashion,92%,100%,100%
OEM,Giày dép & Quần áo nữ,//vn-live-05.slatic.net/p/634cea9e57127470a8079869f72a065b.jpg_720x720q80.jpg_.webp,Non-Mall,"[Mẫu Mới] Sét Đồ Bộ Áo From Rộng Cột Nơ Sau Kèm Quần Dài LONG Mart Màu Sắc Nhã Nhặn Thật Sự Phù Hợp Để Tới Công Sở, Đi Làm Hoặc Đi Chơi,Free Size Dưới 55kg,Phù Hợp Với Mọi Phong Cách.",25 đánh giá,89.000 ₫,,,,,,,LONG Mart,93%,96%,100%
zanzea,Giày dép & Quần áo nữ,//my-live-05.slatic.net/p/e83b9f1f0c492d3c37cc8e2f849215cd.jpg_720x720q80.jpg_.webp,Mall,ZANZEA Áo Sơ Mi Nữ Ren Hoa Xuyên Thấu Áo Liền Quần Ôm Sát Dạ Tiệc Hàng Đầu,14 đánh giá,117.000 ₫,0,0,0,3,11,4.8,ZANZEA,92%,100%,97%
